State,District,Village,Rainfall_Level,Humidity_Level,Flood_Risk,Air_Temperature_C,Water_pH,Turbidity,Dissolved_Oxygen,BOD,COD,Nitrate,Fecal_Coliform,Arsenic,Lead,Sanitation_Coverage(%),Sewage_Treatment_Quality,Wind_Speed_kmh,Solar_Radiation_Wm2,Land_Use_Type,Waste_Management_Quality,Population_Density_per_km2,Total_Dissolved_Solids,Chloride,Sulphate,Ammonia,Heavy_Metals_Index,Water_Temperature_C,Overall_Risk_Level
Nagaland,Kiphire,Kiphire_Village_5,Moderate,High,High,34.5,6.06,9.79,2.93,1.35,10.05,36.89,166,0.079,0.032,12,Poor,6.2,837.6,Agricultural,Poor,2198,659.07,98.6,23.78,2.35,3.61,31.0,High Risk
Nagaland,Kiphire,Kiphire_Village_6,Moderate,Moderate,Low,30.7,6.88,8.88,5.96,3.6,11.7,35.96,256,0.071,0.049,98,Moderate,19.3,958.0,Agricultural,Poor,1146,1021.81,243.63,72.03,2.08,2.36,5.9,High Risk
Nagaland,Kiphire,Kiphire_Village_7,Moderate,High Risk,High Risk,11.0,6.11,9.4,8.56,2.4,7.61,2.15,269,0.091,0.013,7,Good,15.4,419.1,Rural,Good,4609,1398.67,29.12,40.23,2.55,0.43,15.7,High Risk
Nagaland,Kiphire,Kiphire_Village_8,Moderate,High Risk,High,24.0,7.83,9.26,8.18,5.38,5.39,0.73,401,0.022,0.005,45,Poor,11.0,346.8,Urban,Moderate,2229,157.73,159.37,169.96,2.97,1.26,7.7,High Risk
Nagaland,Kiphire,Kiphire_Village_9,High,High Risk,Very Low,26.4,6.4,0.33,7.65,5.18,4.56,26.57,224,0.007,0.043,96,Moderate,5.8,373.0,Urban,Moderate,504,1072.91,198.64,174.25,2.03,0.34,12.7,High Risk
Nagaland,Kiphire,Kiphire_Village_10,High,Very Low,Moderate,15.1,6.73,5.46,9.05,4.68,12.57,32.77,219,0.05,0.049,41,Good,36.5,663.4,Industrial,Good,2926,1409.13,57.61,19.73,0.61,0.57,13.0,High Risk
Nagaland,Kiphire,Kiphire_Village_11,High,High,Low,27.8,6.87,1.48,6.65,2.44,15.4,39.68,475,0.052,0.024,0,Moderate,14.5,593.4,Agricultural,Good,1217,519.5,21.31,128.87,2.58,2.05,18.3,High Risk
Nagaland,Kiphire,Kiphire_Village_12,High,Moderate,Very Low,32.4,6.58,8.41,3.55,4.67,1.36,45.47,334,0.011,0.03,40,Poor,39.0,892.1,Industrial,Poor,2037,288.67,68.77,57.35,1.98,0.8,16.0,High Risk
Nagaland,Kiphire,Kiphire_Village_13,Moderate,Very Low,Very Low,26.6,6.9,1.87,6.21,2.52,6.67,47.53,24,0.052,0.018,56,Good,20.3,207.4,Urban,Poor,4258,1364.46,3.16,345.41,1.53,0.56,13.0,Moderate
Nagaland,Kiphire,Kiphire_Village_14,Moderate,High,Very Low,17.4,7.47,2.21,9.87,0.3,17.26,24.38,159,0.011,0.018,88,Good,2.0,510.4,Rural,Poor,1067,929.71,171.33,163.2,0.11,3.27,5.2,High
Nagaland,Kiphire,Kiphire_Village_15,Very Low,High Risk,Very Low,30.8,6.04,6.44,8.07,3.13,9.06,26.67,394,0.08,0.012,10,Poor,25.3,530.2,Industrial,Moderate,3084,379.17,86.3,309.32,2.37,3.81,13.8,High Risk
Nagaland,Kiphire,Kiphire_Village_16,Very Low,Low,Very Low,31.8,6.35,0.87,2.48,1.07,1.8,48.76,81,0.053,0.039,29,Poor,34.1,461.8,Rural,Moderate,2284,1394.51,247.38,333.48,0.31,4.94,32.1,Moderate
Nagaland,Kiphire,Kiphire_Village_17,Very Low,Low,Moderate,11.1,8.23,8.0,5.17,1.31,4.73,19.18,323,0.037,0.035,24,Moderate,16.8,143.4,Urban,Moderate,4872,1325.69,163.09,5.89,1.52,3.26,13.3,High Risk
Nagaland,Kiphire,Kiphire_Village_18,High,Very Low,Low,21.8,6.94,3.82,3.13,4.3,3.19,20.21,304,0.08,0.021,52,Good,32.1,231.9,Urban,Good,4747,1327.06,34.58,5.84,2.06,4.77,11.1,High Risk
Nagaland,Kiphire,Kiphire_Village_19,Low,Moderate,Moderate,23.8,6.15,4.97,2.64,3.28,4.53,49.54,445,0.07,0.046,74,Good,6.6,465.6,Rural,Moderate,159,1248.96,8.84,208.66,0.78,4.61,8.0,High Risk
Nagaland,Kiphire,Kiphire_Village_20,Very Low,High Risk,Moderate,18.5,6.06,0.49,2.49,4.02,16.31,1.96,339,0.078,0.006,44,Poor,5.3,561.6,Industrial,Moderate,3099,945.47,49.75,250.8,1.09,3.28,18.4,High Risk
Nagaland,Kohima,Kohima_Village_1,Moderate,High Risk,High Risk,27.2,7.17,0.99,4.18,1.04,13.0,40.53,375,0.018,0.005,57,Poor,24.8,145.3,Industrial,Poor,2949,1470.94,83.59,130.78,2.67,0.49,32.6,High Risk
Nagaland,Kohima,Kohima_Village_2,Very Low,Low,Low,26.4,8.26,0.56,6.47,2.52,19.26,48.83,398,0.082,0.008,24,Poor,36.4,69.3,Rural,Moderate,784,176.38,103.32,21.36,2.06,4.86,25.7,High
Nagaland,Kohima,Kohima_Village_3,High Risk,Very Low,Very Low,34.3,7.32,8.36,4.45,1.63,11.95,42.57,327,0.019,0.026,73,Moderate,12.6,966.7,Agricultural,Moderate,136,1421.78,14.53,71.81,2.33,4.55,13.4,High Risk
Nagaland,Kohima,Kohima_Village_4,High,High,High,29.2,7.18,9.54,6.41,1.66,14.32,41.6,116,0.002,0.01,40,Good,34.0,462.0,Rural,Good,2738,1216.07,220.53,221.21,0.63,3.8,17.4,High Risk
Nagaland,Kohima,Kohima_Village_5,Moderate,High Risk,High Risk,32.7,6.76,2.66,8.16,0.44,2.46,2.0,49,0.003,0.006,99,Good,27.2,730.3,Agricultural,Moderate,3699,1002.6,216.27,16.25,0.53,1.84,26.3,Moderate
Nagaland,Kohima,Kohima_Village_6,Moderate,Low,High Risk,12.9,7.19,8.43,2.54,3.69,3.73,24.4,473,0.061,0.047,65,Good,33.3,758.2,Rural,Moderate,4906,226.07,199.14,263.27,0.5,4.17,23.2,High Risk
Nagaland,Kohima,Kohima_Village_7,High,High,Moderate,23.2,6.14,9.73,3.2,3.05,11.49,39.27,414,0.086,0.003,11,Poor,28.6,302.8,Agricultural,Moderate,1765,470.91,152.76,155.89,1.16,2.28,23.4,High Risk
Nagaland,Kohima,Kohima_Village_8,Low,Moderate,High,11.3,6.75,1.83,3.1,1.68,18.99,29.87,204,0.09,0.026,40,Moderate,11.8,661.4,Urban,Good,1437,1495.78,106.31,312.71,2.85,0.47,34.5,High Risk
Nagaland,Kohima,Kohima_Village_9,High,High Risk,Low,10.9,6.07,4.75,4.19,0.35,6.89,24.58,500,0.033,0.014,81,Poor,3.1,700.8,Agricultural,Good,1224,345.8,118.62,314.93,1.93,4.11,16.5,High Risk
Nagaland,Kohima,Kohima_Village_10,Moderate,High,Very Low,17.5,7.84,2.25,3.99,5.6,0.93,6.86,235,0.073,0.01,71,Good,21.1,130.6,Industrial,Poor,3505,511.23,101.45,3.39,0.67,4.66,34.3,High Risk
Nagaland,Kohima,Kohima_Village_11,Moderate,Low,High,34.8,7.1,6.01,3.27,1.22,4.35,11.7,303,0.096,0.014,56,Moderate,32.9,401.8,Agricultural,Moderate,2389,1189.75,107.4,44.76,2.57,2.92,11.6,High Risk
Nagaland,Kohima,Kohima_Village_12,Low,Low,High Risk,24.2,7.02,8.73,8.94,1.27,9.7,22.27,45,0.056,0.028,95,Good,6.5,310.1,Industrial,Moderate,1221,899.15,147.35,162.89,2.13,1.75,14.6,High Risk
Nagaland,Kohima,Kohima_Village_13,Low,Very Low,High,15.5,8.07,7.5,5.31,4.17,5.13,43.28,325,0.056,0.014,97,Good,24.4,521.2,Rural,Moderate,2093,999.74,76.84,121.54,2.68,2.33,11.5,High Risk
Nagaland,Kohima,Kohima_Village_14,Moderate,High Risk,High,25.5,6.56,6.05,6.87,2.13,16.56,4.98,227,0.081,0.027,82,Poor,14.6,327.2,Agricultural,Moderate,3058,591.61,182.41,99.09,2.52,4.2,33.5,High Risk
Nagaland,Kohima,Kohima_Village_15,High Risk,Moderate,Moderate,11.0,6.67,0.39,2.52,3.23,15.52,33.94,196,0.003,0.028,82,Poor,1.8,340.6,Rural,Poor,3607,770.88,4.93,16.7,2.66,3.94,34.3,High Risk
Nagaland,Kohima,Kohima_Village_16,Very Low,Very Low,High Risk,15.5,6.11,7.7,3.86,4.76,18.4,43.62,64,0.033,0.006,56,Poor,3.0,406.7,Agricultural,Poor,311,1219.5,198.31,216.9,0.03,2.07,5.5,High Risk
Nagaland,Kohima,Kohima_Village_17,Moderate,Low,Moderate,22.9,6.75,3.77,7.59,0.65,0.22,20.14,16,0.01,0.003,15,Good,38.8,145.9,Rural,Poor,3459,890.19,177.46,144.28,2.31,4.33,17.6,High
Nagaland,Kohima,Kohima_Village_18,High,High,Very Low,13.2,6.19,8.33,5.15,1.91,13.0,32.58,244,0.092,0.009,8,Poor,12.6,968.9,Urban,Poor,1536,970.82,4.7,312.4,2.84,4.79,5.4,High Risk
Nagaland,Kohima,Kohima_Village_19,High Risk,High,High,32.5,6.13,8.24,7.76,3.49,16.68,6.97,28,0.007,0.012,96,Moderate,11.3,77.4,Industrial,Moderate,2419,1465.02,35.8,98.02,0.81,1.2,16.9,High Risk
Nagaland,Kohima,Kohima_Village_20,Very Low,High,High,24.0,7.01,4.79,4.57,3.01,16.81,29.29,361,0.056,0.041,62,Poor,11.9,228.8,Agricultural,Moderate,4747,1357.37,212.27,388.77,0.39,1.38,26.5,High Risk
Nagaland,Longleng,Longleng_Village_1,High,High Risk,Very Low,12.6,6.9,7.9,7.99,4.52,8.48,3.14,21,0.011,0.041,3,Moderate,3.7,398.7,Agricultural,Poor,4328,1085.16,176.24,300.29,2.35,1.78,31.2,High Risk
Nagaland,Longleng,Longleng_Village_2,High Risk,High,Moderate,11.9,6.76,2.29,7.78,5.83,17.09,36.71,374,0.038,0.045,30,Good,38.3,471.2,Rural,Good,3782,987.12,9.8,104.45,0.64,3.23,13.2,High Risk
Nagaland,Longleng,Longleng_Village_3,Very Low,Low,Very Low,17.9,7.53,6.22,6.52,1.93,17.53,7.29,448,0.07,0.044,17,Moderate,27.4,274.4,Agricultural,Good,3612,1268.86,154.05,210.09,0.3,4.69,22.1,High Risk
Nagaland,Longleng,Longleng_Village_4,High,Moderate,High,24.8,6.43,0.2,6.34,4.44,8.42,23.85,87,0.092,0.04,14,Good,13.9,681.5,Rural,Moderate,3348,890.49,133.76,61.92,1.06,3.27,16.0,High Risk
Nagaland,Longleng,Longleng_Village_5,Low,Low,Moderate,14.1,7.6,8.85,9.13,1.97,11.08,18.27,488,0.07,0.038,64,Good,4.6,399.8,Urban,Poor,2391,947.6,121.94,277.41,2.59,0.52,25.9,High Risk
Nagaland,Longleng,Longleng_Village_6,High,High Risk,Very Low,30.8,7.66,0.19,6.7,2.04,4.21,27.88,280,0.024,0.035,63,Good,5.3,256.1,Rural,Good,180,363.66,61.49,155.6,2.02,2.3,13.2,High
Nagaland,Longleng,Longleng_Village_7,High Risk,Moderate,Low,19.5,6.8,2.16,4.89,4.31,1.05,21.59,325,0.095,0.02,88,Poor,3.9,551.5,Agricultural,Moderate,2797,803.36,137.93,293.59,1.34,4.29,25.7,High Risk
Nagaland,Longleng,Longleng_Village_8,Very Low,High Risk,High Risk,16.1,6.38,8.89,5.79,2.54,10.3,34.42,49,0.033,0.013,1,Good,34.2,604.6,Agricultural,Good,3014,1418.72,93.02,146.21,2.47,4.34,18.5,High Risk
Nagaland,Longleng,Longleng_Village_9,Moderate,Very Low,Moderate,14.9,6.22,6.35,5.13,1.97,2.44,9.7,359,0.037,0.008,21,Good,38.3,354.5,Urban,Good,627,1275.92,190.17,183.48,2.96,1.69,28.5,High Risk
Nagaland,Longleng,Longleng_Village_10,Low,High Risk,High Risk,14.5,7.68,4.2,3.77,0.27,5.78,6.42,463,0.088,0.015,99,Moderate,13.7,817.6,Rural,Moderate,706,935.86,234.6,351.92,1.56,4.62,14.1,High Risk
Nagaland,Longleng,Longleng_Village_11,Moderate,High Risk,Low,31.3,7.01,3.31,8.99,4.8,2.03,18.11,126,0.078,0.033,69,Good,35.8,391.8,Agricultural,Poor,4130,457.38,198.79,377.89,0.47,3.5,30.1,High
Nagaland,Longleng,Longleng_Village_12,Moderate,High,Moderate,10.3,6.98,7.3,5.79,4.65,5.83,4.55,484,0.013,0.013,38,Poor,7.6,773.6,Rural,Moderate,95,1122.24,4.25,311.12,0.87,1.76,10.6,High Risk
Nagaland,Longleng,Longleng_Village_13,Low,Moderate,High Risk,14.4,6.29,6.84,5.78,1.25,10.94,22.66,494,0.072,0.001,96,Good,0.2,580.4,Rural,Moderate,263,1030.35,195.01,290.12,1.54,2.12,18.9,High Risk
Nagaland,Longleng,Longleng_Village_14,High Risk,High,Very Low,21.5,7.91,0.78,2.92,4.26,7.28,36.04,99,0.026,0.044,41,Poor,21.1,379.6,Industrial,Poor,2661,664.56,47.41,23.6,2.49,0.62,24.7,High Risk
Nagaland,Longleng,Longleng_Village_15,Moderate,High Risk,Very Low,29.9,7.69,7.62,6.7,0.18,19.09,41.14,409,0.04,0.026,70,Good,16.7,217.3,Industrial,Moderate,625,1253.81,95.34,219.59,0.38,4.7,7.7,High Risk
Nagaland,Longleng,Longleng_Village_16,High,Very Low,High,31.2,7.53,4.65,4.12,5.48,5.97,47.04,99,0.093,0.015,71,Moderate,36.2,314.5,Agricultural,Good,3677,571.06,195.88,196.09,1.24,1.86,31.1,High Risk
Nagaland,Longleng,Longleng_Village_17,High Risk,Low,High Risk,16.9,7.7,3.27,2.07,5.98,6.67,26.52,330,0.0,0.026,42,Moderate,0.2,661.4,Rural,Poor,574,176.34,218.8,23.32,2.8,0.32,33.1,High Risk
Nagaland,Longleng,Longleng_Village_18,High,High Risk,Very Low,25.8,7.67,4.82,8.16,4.76,8.46,49.46,444,0.008,0.042,72,Good,25.1,306.1,Rural,Good,1511,537.36,82.06,348.12,0.37,3.64,32.9,High Risk
Nagaland,Longleng,Longleng_Village_19,High Risk,Very Low,High Risk,28.7,7.76,1.24,7.86,0.3,14.31,25.6,434,0.029,0.032,33,Moderate,27.7,157.0,Urban,Moderate,512,1333.73,37.74,232.11,0.73,0.56,11.9,High Risk
Nagaland,Longleng,Longleng_Village_20,High,High,Very Low,17.4,7.89,1.06,9.41,4.15,11.38,38.9,387,0.036,0.032,75,Moderate,21.3,201.7,Rural,Poor,612,218.15,169.13,367.58,2.29,2.8,22.6,High Risk
Nagaland,Mokokchung,Mokokchung_Village_1,Low,Very Low,Low,27.4,8.09,1.92,6.04,3.65,7.39,28.13,304,0.044,0.013,96,Good,4.0,423.0,Agricultural,Moderate,751,519.35,50.51,24.69,0.84,3.93,23.3,High Risk
Nagaland,Mokokchung,Mokokchung_Village_2,High,Moderate,Very Low,20.2,6.08,5.86,6.83,3.28,1.26,38.85,143,0.092,0.004,10,Poor,3.8,893.8,Industrial,Moderate,4742,1458.24,101.81,266.6,0.8,4.23,12.2,High Risk
Nagaland,Mokokchung,Mokokchung_Village_3,High,Low,High Risk,24.1,6.73,6.33,9.85,3.44,12.97,25.15,179,0.04,0.029,39,Good,33.2,248.8,Rural,Moderate,1402,987.13,198.58,233.09,2.02,1.53,23.3,High Risk
Nagaland,Mokokchung,Mokokchung_Village_4,High,Very Low,Very Low,20.4,6.69,6.52,5.63,1.33,18.93,17.82,445,0.055,0.004,34,Good,1.9,405.0,Urban,Moderate,4327,1345.63,46.46,346.35,0.38,4.7,17.2,High Risk
Nagaland,Mokokchung,Mokokchung_Village_5,Low,High Risk,High,14.7,6.89,8.06,5.89,4.72,4.58,15.06,416,0.098,0.014,51,Good,1.6,613.4,Rural,Poor,4973,866.02,93.65,255.01,2.96,3.68,33.3,High Risk
Nagaland,Mokokchung,Mokokchung_Village_6,Low,High,Low,23.1,7.74,2.77,5.84,3.75,9.65,13.25,218,0.006,0.035,17,Good,30.1,194.1,Industrial,Good,733,1262.94,245.18,158.38,2.25,1.75,20.6,High Risk
Nagaland,Mokokchung,Mokokchung_Village_7,Low,Low,Very Low,34.3,8.16,0.03,3.94,2.35,2.17,37.74,110,0.07,0.041,84,Good,34.2,365.9,Rural,Poor,4785,421.22,231.26,363.59,2.38,2.35,27.9,Moderate
Nagaland,Mokokchung,Mokokchung_Village_8,High Risk,Moderate,Low,16.4,7.6,5.23,7.05,2.12,7.84,19.68,255,0.026,0.017,79,Good,14.8,731.4,Agricultural,Moderate,333,1498.43,61.64,372.76,2.77,0.45,21.4,High Risk
Nagaland,Mokokchung,Mokokchung_Village_9,High Risk,High,Low,10.9,7.97,0.75,7.55,0.94,6.78,24.21,30,0.022,0.006,76,Poor,7.0,77.0,Urban,Good,694,986.55,135.93,12.53,1.98,1.67,28.2,High
Nagaland,Mokokchung,Mokokchung_Village_10,High Risk,High Risk,Very Low,17.8,7.47,2.51,9.14,3.58,15.57,31.95,257,0.094,0.05,61,Poor,12.2,458.9,Urban,Moderate,1962,224.97,161.05,180.95,0.7,1.21,7.2,High
Nagaland,Mokokchung,Mokokchung_Village_11,Very Low,Low,Low,27.0,6.58,0.73,2.79,3.5,14.32,3.97,116,0.029,0.014,26,Good,23.4,844.0,Rural,Moderate,1892,913.99,212.74,375.38,2.53,1.39,17.6,High Risk
Nagaland,Mokokchung,Mokokchung_Village_12,High,High,High Risk,10.0,6.51,2.38,4.01,1.53,4.54,21.24,318,0.039,0.007,54,Poor,19.2,639.1,Industrial,Poor,4467,1266.25,9.89,364.61,0.42,0.8,18.3,High Risk
Nagaland,Mokokchung,Mokokchung_Village_13,Moderate,Very Low,Very Low,20.5,7.41,0.19,2.47,2.35,9.32,39.19,376,0.042,0.012,81,Moderate,30.9,967.2,Rural,Moderate,2861,673.5,77.99,243.3,1.12,1.04,20.6,Moderate
Nagaland,Mokokchung,Mokokchung_Village_14,High Risk,Moderate,High Risk,19.3,6.12,7.68,3.39,1.06,11.55,5.02,245,0.09,0.039,93,Moderate,11.2,425.9,Agricultural,Good,2110,898.86,69.09,121.32,2.67,1.29,22.0,High Risk
Nagaland,Mokokchung,Mokokchung_Village_15,Moderate,High,High Risk,26.4,6.34,6.24,2.7,4.4,19.47,4.77,454,0.031,0.033,26,Good,17.3,979.8,Urban,Poor,4375,726.98,53.86,101.66,2.88,0.77,12.6,High Risk
Nagaland,Mokokchung,Mokokchung_Village_16,High,High Risk,High Risk,19.2,6.32,2.86,2.66,2.37,1.63,24.72,157,0.047,0.025,15,Poor,35.5,318.1,Urban,Poor,791,224.87,205.6,317.52,1.26,2.58,13.7,High
Nagaland,Mokokchung,Mokokchung_Village_17,Very Low,Moderate,Very Low,22.9,6.36,2.34,2.71,5.33,12.8,22.54,250,0.0,0.049,17,Poor,37.3,265.0,Urban,Moderate,2451,861.5,181.1,345.16,0.1,2.38,30.6,High
Nagaland,Mokokchung,Mokokchung_Village_18,Moderate,High,Very Low,33.3,6.22,3.79,4.39,2.64,13.93,15.82,290,0.085,0.02,65,Poor,12.3,78.4,Industrial,Moderate,1790,1014.8,50.2,94.72,1.61,1.61,8.5,High
Nagaland,Mokokchung,Mokokchung_Village_19,Very Low,High,Moderate,12.8,7.9,5.9,9.7,0.72,15.09,34.06,108,0.013,0.03,55,Moderate,14.9,532.6,Urban,Moderate,2035,803.14,222.32,223.78,2.5,4.53,22.4,High Risk
Nagaland,Mokokchung,Mokokchung_Village_20,Very Low,Very Low,High Risk,17.8,6.4,8.91,6.46,0.07,12.28,1.91,85,0.001,0.004,53,Poor,25.1,207.6,Industrial,Moderate,3557,1415.73,227.64,382.26,0.49,4.39,6.6,High Risk
Nagaland,Mon,Mon_Village_1,Very Low,Moderate,Low,13.1,7.21,7.17,6.03,0.01,15.8,12.6,426,0.017,0.009,92,Poor,20.9,921.5,Rural,Moderate,3874,1339.91,206.52,171.22,2.78,1.15,33.3,High Risk
Nagaland,Mon,Mon_Village_2,High,High,Moderate,33.5,6.17,9.35,6.07,2.59,1.56,48.67,220,0.087,0.024,84,Poor,2.6,78.5,Industrial,Poor,3440,921.56,184.42,277.58,2.24,4.98,20.2,High Risk
Nagaland,Mon,Mon_Village_3,Very Low,Moderate,High,22.9,7.9,2.9,9.98,4.21,7.98,21.34,486,0.004,0.026,59,Good,25.5,213.4,Rural,Moderate,967,1075.93,61.53,379.62,2.09,0.69,15.0,High Risk
Nagaland,Mon,Mon_Village_4,Moderate,Moderate,Moderate,20.9,6.44,3.96,4.82,5.75,6.73,45.33,168,0.073,0.04,72,Poor,38.4,136.7,Agricultural,Moderate,3911,405.75,116.1,112.33,2.76,1.16,14.7,High
Nagaland,Mon,Mon_Village_5,Very Low,Low,High,22.7,6.63,7.37,4.68,5.26,8.69,16.36,82,0.089,0.01,95,Moderate,27.0,607.1,Urban,Moderate,2000,278.97,52.85,394.31,2.17,4.24,10.3,High Risk
Nagaland,Mon,Mon_Village_6,High,High Risk,High,23.9,6.28,8.58,5.55,0.3,6.28,23.83,454,0.02,0.006,54,Moderate,11.9,300.9,Agricultural,Moderate,1320,1398.76,27.14,320.96,1.3,3.73,28.1,High Risk
Nagaland,Mon,Mon_Village_7,High Risk,Low,High,19.4,8.11,6.88,9.38,3.47,14.46,2.99,469,0.09,0.011,44,Poor,13.7,537.5,Agricultural,Moderate,2013,1282.92,241.67,367.19,1.74,2.8,21.8,High Risk
Nagaland,Mon,Mon_Village_8,Very Low,High,High Risk,26.9,7.45,8.8,9.5,4.43,2.68,22.92,425,0.025,0.013,20,Moderate,27.0,588.8,Urban,Good,851,714.42,157.91,159.63,1.63,2.34,16.1,High Risk
Nagaland,Mon,Mon_Village_9,High,Low,Low,27.7,7.48,3.34,6.91,3.44,14.51,48.95,488,0.028,0.014,21,Good,5.9,932.3,Industrial,Poor,3263,425.54,231.08,310.74,1.13,3.93,19.8,High Risk
Nagaland,Mon,Mon_Village_10,Very Low,Low,High Risk,34.3,7.8,0.43,6.14,1.16,15.08,24.89,10,0.084,0.046,97,Poor,8.3,284.8,Industrial,Poor,4968,161.56,172.15,87.36,0.03,1.74,8.6,Low
Nagaland,Mon,Mon_Village_11,Moderate,Moderate,High Risk,34.0,7.92,2.09,6.86,4.71,11.68,5.79,289,0.076,0.048,41,Moderate,1.3,160.0,Urban,Moderate,2836,390.2,152.89,299.18,1.6,4.6,29.5,High Risk
Nagaland,Mon,Mon_Village_12,Low,High,Moderate,25.8,6.97,2.52,3.32,4.08,8.73,26.8,386,0.069,0.04,55,Moderate,7.2,193.4,Agricultural,Good,3164,909.8,160.88,338.64,2.86,2.33,24.8,High Risk
Nagaland,Mon,Mon_Village_13,Very Low,High,High Risk,15.7,6.29,2.68,2.45,4.87,7.82,23.65,149,0.01,0.004,92,Moderate,12.4,343.9,Urban,Moderate,2336,144.87,52.29,110.46,2.2,0.11,34.6,High Risk
Nagaland,Mon,Mon_Village_14,Very Low,High Risk,Very Low,34.5,8.32,0.41,5.1,3.93,14.59,14.41,482,0.094,0.049,32,Poor,28.7,748.3,Urban,Poor,4403,332.37,136.84,193.24,1.26,4.28,20.6,High
Nagaland,Mon,Mon_Village_15,High,High Risk,Very Low,15.4,8.4,2.14,7.39,0.66,1.03,47.4,398,0.095,0.039,100,Moderate,11.2,682.3,Agricultural,Poor,2972,1081.41,246.53,395.9,1.74,4.85,34.7,High Risk
Nagaland,Mon,Mon_Village_16,High Risk,High,Low,25.3,6.52,0.8,8.5,4.01,5.59,20.86,31,0.026,0.019,53,Good,23.2,630.2,Urban,Moderate,85,264.64,66.08,39.46,1.3,1.36,24.1,Moderate
Nagaland,Mon,Mon_Village_17,Very Low,High Risk,Low,15.0,6.58,6.8,7.25,1.29,16.64,46.65,436,0.087,0.009,41,Good,6.2,402.6,Urban,Good,1148,508.91,147.69,261.54,2.86,3.84,25.2,High Risk
Nagaland,Mon,Mon_Village_18,High Risk,High,High,17.8,6.76,4.56,3.98,4.52,5.36,36.63,438,0.059,0.023,6,Moderate,21.8,893.1,Agricultural,Moderate,2053,1270.32,174.42,139.72,1.29,2.04,31.7,High Risk
Nagaland,Mon,Mon_Village_19,Low,Very Low,Low,18.8,8.41,8.4,3.14,4.42,13.53,30.55,193,0.087,0.002,9,Moderate,37.7,106.1,Rural,Moderate,349,1192.45,115.72,262.9,1.95,0.94,13.5,High Risk
Nagaland,Mon,Mon_Village_20,Moderate,Moderate,High Risk,10.1,7.54,6.05,8.56,4.14,11.4,0.71,337,0.073,0.023,69,Moderate,24.3,800.4,Rural,Good,4514,402.9,87.84,234.97,2.04,2.95,14.8,High Risk
Nagaland,Niuland,Niuland_Village_1,Low,Low,High,27.0,8.28,5.98,3.16,0.54,5.56,30.71,200,0.006,0.01,39,Moderate,31.8,678.9,Urban,Moderate,2503,539.09,199.04,112.0,0.17,0.44,28.5,High Risk
Nagaland,Niuland,Niuland_Village_2,High Risk,High Risk,High Risk,12.7,6.62,6.83,9.78,4.81,16.73,1.04,456,0.0,0.05,81,Poor,14.4,596.0,Urban,Good,2883,1494.41,199.05,155.42,0.78,0.47,31.3,High Risk
Nagaland,Niuland,Niuland_Village_3,Low,Very Low,High Risk,11.7,7.44,4.64,9.07,0.72,12.96,37.42,248,0.002,0.011,75,Good,24.3,609.6,Urban,Poor,3133,1427.86,206.94,359.05,1.95,4.66,18.8,High Risk
Nagaland,Niuland,Niuland_Village_4,High Risk,High Risk,High Risk,30.8,6.6,5.12,2.1,4.39,9.06,44.44,46,0.003,0.023,58,Poor,5.4,364.8,Rural,Good,3510,548.56,134.77,360.71,0.03,3.63,34.9,High Risk
Nagaland,Niuland,Niuland_Village_5,Low,High,High,31.5,6.87,0.87,3.41,5.58,18.33,27.43,37,0.048,0.026,60,Poor,7.8,292.4,Agricultural,Poor,2427,605.17,39.64,343.34,1.63,3.31,20.6,High Risk
Nagaland,Niuland,Niuland_Village_6,Very Low,Very Low,High Risk,11.0,7.47,5.24,4.3,1.24,7.91,46.94,141,0.015,0.007,34,Good,9.8,978.5,Rural,Good,3122,1388.47,215.51,274.44,0.38,1.23,33.3,High Risk
Nagaland,Niuland,Niuland_Village_7,High Risk,Moderate,Low,26.4,7.17,2.69,2.24,2.64,0.67,5.6,491,0.05,0.032,69,Poor,1.6,61.5,Agricultural,Moderate,805,1066.16,106.92,60.42,0.19,3.03,23.0,High Risk
Nagaland,Niuland,Niuland_Village_8,High Risk,Low,Low,10.7,6.34,2.68,9.06,2.05,14.09,19.7,108,0.013,0.004,61,Moderate,31.7,397.1,Rural,Poor,4216,1172.94,195.67,390.02,2.0,0.2,14.1,High Risk
Nagaland,Niuland,Niuland_Village_9,Very Low,Very Low,High Risk,22.6,8.48,6.14,6.77,3.01,14.35,13.97,291,0.01,0.011,36,Moderate,8.6,583.7,Rural,Poor,1975,653.09,194.02,103.0,1.83,0.16,34.3,High Risk
Nagaland,Niuland,Niuland_Village_10,High Risk,High Risk,Moderate,11.0,7.79,4.82,2.57,0.44,16.8,3.81,202,0.013,0.013,17,Good,7.2,523.3,Agricultural,Good,4274,480.64,149.88,214.21,1.23,3.77,32.5,High
Nagaland,Niuland,Niuland_Village_11,Moderate,High Risk,High,11.0,8.48,5.99,7.15,1.16,6.13,47.26,350,0.083,0.036,74,Moderate,23.5,997.1,Rural,Poor,419,845.57,2.03,340.66,0.01,4.14,15.1,High Risk
Nagaland,Niuland,Niuland_Village_12,Low,Very Low,High,24.5,7.57,1.19,5.89,1.91,10.31,48.09,217,0.064,0.04,97,Moderate,30.9,231.3,Industrial,Poor,1388,404.95,159.89,275.85,2.85,2.95,20.2,High
