State,District,Village,Population,Pin_Code,Leptospirosis,Norovirus,Legionnaires_Disease,Dysentery_Bacillary,Typhoid_Fever,Rotavirus,Cholera,Giardiasis,Dysentery_Amoebic,Hepatitis_E,Hepatitis_A,Schistosomiasis,Cryptosporidiosis,Acute_Diarrhoeal_Disease,Poliomyelitis,E_coli_Diarrhea,Total_Patients
Manipur,Kakching,Kakching_Village_7,9006,940952,3,23,0,9,7,18,3,10,12,3,1,0,5,54,0,26,174
Assam,Barpeta,Barpeta_Village_10,6484,299869,2,17,0,11,7,13,3,5,7,1,3,0,2,34,0,13,118
Meghalaya,West Jaintia Hills,West Jaintia Hills_Village_19,5944,845279,2,13,0,8,1,14,4,6,7,2,0,0,5,28,0,11,101
Mizoram,Champhai,Champhai_Village_17,6693,755993,5,11,0,19,5,17,7,8,4,0,1,0,4,33,0,23,137
Nagaland,Kohima,Kohima_Village_6,8264,668458,2,12,1,12,7,20,4,10,15,1,1,0,6,38,0,14,143
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_8,6869,299659,2,13,1,15,8,21,5,6,9,2,2,0,5,35,0,7,131
Sikkim,Pakyong,Pakyong_Village_20,7459,970300,1,23,0,17,7,20,7,8,7,0,3,0,9,30,0,20,152
Nagaland,Chümoukedima,Chümoukedima_Village_7,395,164664,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,5
Assam,Majuli,Majuli_Village_1,2592,244283,0,7,0,4,2,13,0,3,5,0,0,0,1,12,0,3,50
Sikkim,Pakyong,Pakyong_Village_17,5322,678944,4,12,0,9,4,13,7,4,8,1,0,1,3,33,0,11,110
Arunachal Pradesh,West Siang,West Siang_Village_11,4202,487477,3,6,1,10,4,12,2,5,7,0,0,0,1,26,0,11,88
Assam,Tinsukia,Tinsukia_Village_20,9713,261684,9,30,0,11,8,17,11,17,16,2,4,0,6,47,0,24,202
Assam,Majuli,Majuli_Village_13,5134,227767,2,8,0,10,8,13,2,7,3,2,1,0,0,26,0,12,94
Assam,Darrang,Darrang_Village_20,9822,878325,4,15,1,14,4,26,6,14,13,0,0,0,4,41,0,20,162
Assam,Bongaigaon,Bongaigaon_Village_7,5388,757246,1,15,0,6,11,10,5,9,8,0,0,1,3,22,0,9,100
Arunachal Pradesh,West Siang,West Siang_Village_1,2344,804318,1,4,0,7,5,7,2,3,4,0,0,0,2,8,0,6,49
Arunachal Pradesh,Shi Yomi,Shi Yomi_Village_2,2617,787926,2,5,0,6,3,7,4,2,4,0,0,0,2,9,0,6,50
Assam,Sivasagar,Sivasagar_Village_1,5976,744718,7,5,2,4,6,14,10,5,6,1,2,0,2,25,0,5,94
Tripura,Unakoti,Unakoti_Village_12,672,817712,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,5
Sikkim,East Sikkim,East Sikkim_Village_15,6153,965401,5,14,1,4,6,16,5,8,5,1,1,0,3,33,0,15,117
Assam,Sivasagar,Sivasagar_Village_10,4066,916332,1,10,0,1,5,10,7,4,6,1,3,2,2,10,0,7,69
Nagaland,Phek,Phek_Village_6,2628,694116,1,6,2,4,3,6,2,5,4,1,0,0,2,15,0,2,53
Manipur,Chandel,Chandel_Village_4,1220,840058,0,2,0,1,1,3,1,0,1,0,1,0,2,5,0,3,20
Arunachal Pradesh,Tawang,Tawang_Village_17,7124,456778,1,10,0,6,8,11,2,9,11,1,2,2,2,45,0,11,121
Sikkim,Soreng,Soreng_Village_3,9840,673167,5,17,1,19,6,30,14,7,11,0,4,0,5,50,0,14,183
Assam,Baksa,Baksa_Village_7,3273,643623,2,10,0,3,4,8,3,4,7,1,1,0,1,18,0,9,71
Assam,Charaideo,Charaideo_Village_19,9695,482584,8,18,2,13,12,41,11,5,10,4,2,0,8,51,0,15,200
Tripura,Gomati,Gomati_Village_6,7606,386814,4,13,3,12,9,14,6,8,4,1,1,2,6,50,0,10,143
Tripura,Khowai,Khowai_Village_16,6809,120053,0,17,0,11,11,15,5,5,10,5,1,0,5,26,0,10,121
Manipur,Thoubal,Thoubal_Village_5,9238,531319,1,17,0,18,5,22,9,13,12,1,3,2,3,68,0,19,193
Assam,Kokrajhar,Kokrajhar_Village_20,2467,362147,0,3,0,4,2,8,3,1,2,0,0,0,0,20,0,4,47
Assam,Golaghat,Golaghat_Village_18,9321,127529,3,19,1,19,5,25,6,9,15,4,4,1,5,44,0,20,180
Arunachal Pradesh,Siang,Siang_Village_6,4288,799330,0,5,4,7,0,11,5,5,9,0,2,0,0,20,0,10,78
Nagaland,Kohima,Kohima_Village_15,2337,457311,1,4,0,3,1,6,1,2,5,1,1,0,1,13,0,4,43
Mizoram,Aizawl,Aizawl_Village_20,9167,706007,1,24,2,11,7,28,10,5,10,1,4,0,4,48,0,19,174
Sikkim,Pakyong,Pakyong_Village_8,9066,133875,5,27,0,25,16,26,10,9,8,4,2,1,7,43,0,23,206
Nagaland,Tuensang,Tuensang_Village_18,4711,544393,0,12,1,7,2,11,3,3,8,1,1,0,1,18,0,6,74
Nagaland,Longleng,Longleng_Village_6,5144,438273,2,8,0,12,3,8,4,4,5,0,1,1,3,21,0,11,83
Meghalaya,South West Khasi Hills,South West Khasi Hills_Village_14,4760,888870,2,10,0,7,7,12,3,7,1,0,1,0,2,28,0,11,91
Assam,Nalbari,Nalbari_Village_6,8329,825686,3,18,1,9,9,22,7,9,10,3,5,0,8,42,1,18,165
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_10,1270,520172,2,1,0,4,0,6,1,0,1,0,0,0,0,7,0,3,25
Assam,Kokrajhar,Kokrajhar_Village_15,4816,915922,1,8,0,9,4,6,4,5,2,1,1,0,1,27,0,11,80
Sikkim,Pakyong,Pakyong_Village_19,4317,312952,0,7,0,3,7,9,1,3,7,0,1,0,2,20,0,7,67
Assam,Cachar,Cachar_Village_20,6502,994787,4,13,0,5,4,18,4,4,7,2,1,0,5,42,0,12,121
Tripura,Sepahijala,Sepahijala_Village_14,408,804258,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,4
Assam,Bokajan,Bokajan_Village_19,8551,658198,6,18,1,12,11,18,8,8,6,1,2,1,4,34,0,17,147
Assam,Udalguri,Udalguri_Village_19,2553,427766,2,4,0,3,2,4,2,5,3,0,1,0,1,18,0,3,48
Manipur,Noney,Noney_Village_16,4036,955413,4,6,2,8,3,13,4,3,5,0,0,0,4,23,0,10,85
Tripura,Gomati,Gomati_Village_15,818,659711,0,0,0,0,0,2,1,2,2,0,1,0,0,5,0,0,13
Manipur,Ukhrul,Ukhrul_Village_8,354,836986,0,1,0,0,0,1,0,3,2,0,1,0,0,1,0,0,9
Sikkim,North Sikkim,North Sikkim_Village_14,6502,539001,6,16,0,9,5,18,5,5,6,2,0,0,3,30,0,15,120
Manipur,Imphal West,Imphal West_Village_1,8316,295361,5,14,0,12,8,13,8,10,7,3,4,0,9,50,0,15,158
Sikkim,East Sikkim,East Sikkim_Village_8,6809,532368,2,11,1,8,5,15,2,8,9,3,5,1,6,34,3,19,132
Meghalaya,North Garo Hills,North Garo Hills_Village_4,4323,358568,2,10,0,5,4,9,3,2,7,1,0,0,2,22,0,6,73
Arunachal Pradesh,Upper Subansiri,Upper Subansiri_Village_1,9689,871476,5,17,0,15,9,24,7,7,13,3,4,1,5,44,0,14,168
Meghalaya,Ri Bhoi,Ri Bhoi_Village_5,2071,464825,1,7,0,4,2,1,3,2,1,0,0,0,2,8,0,2,33
Assam,Kokrajhar,Kokrajhar_Village_17,8841,538997,5,15,0,14,9,27,8,12,14,2,1,1,4,45,0,19,176
Sikkim,North Sikkim,North Sikkim_Village_9,3103,825423,4,6,2,4,1,6,1,4,3,0,0,0,2,14,0,7,54
Assam,Kamrup,Kamrup_Village_18,5495,757685,1,7,0,8,8,9,6,10,9,0,1,0,2,31,0,7,99
Mizoram,Lunglei,Lunglei_Village_20,2089,339499,1,3,0,4,1,6,4,1,2,0,0,0,4,8,0,1,35
Mizoram,Lawngtlai,Lawngtlai_Village_5,1569,424960,1,0,0,2,2,4,0,1,1,0,0,0,2,7,0,2,22
Nagaland,Phek,Phek_Village_1,4725,644932,2,14,1,9,6,10,1,2,2,2,4,0,0,38,0,8,99
Arunachal Pradesh,Papum Pare,Papum Pare_Village_19,1333,897549,0,1,1,2,3,1,4,5,1,1,0,0,0,9,0,5,33
Tripura,Unakoti,Unakoti_Village_18,5348,112960,1,12,2,5,4,12,6,7,6,2,3,0,4,20,0,8,92
Arunachal Pradesh,Upper Siang,Upper Siang_Village_14,9974,555673,7,13,1,12,10,23,9,13,18,3,2,0,5,51,0,16,183
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_4,8845,736059,4,12,0,15,9,21,12,11,9,1,0,0,6,39,0,14,153
Manipur,Senapati,Senapati_Village_6,6279,196955,1,12,0,13,12,16,10,9,4,2,2,1,1,31,0,14,128
Manipur,Senapati,Senapati_Village_4,5611,778120,3,8,0,4,5,13,3,9,8,1,1,1,4,31,0,7,98
Meghalaya,East Khasi Hills,East Khasi Hills_Village_9,925,690579,2,2,1,2,1,2,0,4,0,0,0,0,1,4,1,3,23
Assam,Biswanath,Biswanath_Village_7,6474,344907,3,9,0,14,6,24,5,11,8,2,2,0,1,27,0,12,124
Assam,Cachar,Cachar_Village_8,4004,583550,2,5,1,10,3,10,3,7,5,0,0,0,2,31,0,10,89
Meghalaya,South West Khasi Hills,South West Khasi Hills_Village_17,8996,296041,3,19,1,13,10,19,5,11,8,3,4,0,4,47,1,21,169
Nagaland,Mokokchung,Mokokchung_Village_2,5413,948095,2,11,0,4,6,13,7,9,7,0,1,0,2,26,1,5,94
Nagaland,Peren,Peren_Village_20,5543,998235,4,7,0,13,3,13,5,7,6,1,4,0,5,35,0,11,114
Arunachal Pradesh,Lohit,Lohit_Village_4,3085,869440,2,8,0,4,4,13,1,3,4,1,0,0,3,10,1,5,59
Assam,Udalguri,Udalguri_Village_15,1181,265759,2,5,0,2,0,3,1,2,2,0,0,0,0,6,0,3,26
Nagaland,Tseminyu,Tseminyu_Village_16,9932,567773,4,17,3,13,17,22,8,10,16,1,4,1,7,55,0,23,201
Meghalaya,South West Khasi Hills,South West Khasi Hills_Village_3,2823,447067,2,5,0,5,3,6,1,3,2,0,1,0,2,13,0,9,52
Nagaland,Kiphire,Kiphire_Village_17,6563,472039,3,12,2,13,8,11,2,8,9,0,0,0,1,29,0,13,111
Tripura,West Tripura,West Tripura_Village_11,7888,993251,8,19,1,14,9,24,11,10,6,1,4,0,6,52,0,21,186
Arunachal Pradesh,Dibang Valley,Dibang Valley_Village_13,4836,205409,3,7,0,8,4,14,5,4,4,2,2,0,3,16,0,9,81
Nagaland,Zunheboto,Zunheboto_Village_2,8348,409963,5,20,1,16,11,21,11,5,9,2,3,1,2,53,0,10,170
Manipur,Jiribam,Jiribam_Village_8,7519,890371,4,8,0,8,8,21,8,11,10,1,4,0,6,37,1,12,139
Nagaland,Kiphire,Kiphire_Village_10,9768,344068,6,15,0,16,7,32,6,6,14,2,2,0,6,48,0,15,175
Assam,Kamrup Metropolitan,Kamrup Metropolitan_Village_1,7882,563688,6,13,0,13,7,29,4,3,6,3,5,1,3,38,0,25,156
Sikkim,North Sikkim,North Sikkim_Village_11,2303,208584,1,3,0,3,2,4,2,4,2,0,1,0,0,13,0,9,44
Assam,Cachar,Cachar_Village_4,3068,182804,0,8,0,4,5,4,1,5,6,1,1,1,0,18,0,4,58
Tripura,Sepahijala,Sepahijala_Village_8,6913,409698,4,15,1,9,1,10,7,3,7,0,2,0,5,32,0,8,104
Mizoram,Aizawl,Aizawl_Village_8,6246,576782,4,9,0,7,6,23,3,6,9,2,1,0,1,33,0,8,112
Arunachal Pradesh,Lower Siang,Lower Siang_Village_3,9021,820221,9,18,4,16,10,28,4,7,16,2,2,1,3,40,0,21,181
Meghalaya,South West Garo Hills,South West Garo Hills_Village_15,2725,849979,1,7,1,8,1,7,1,4,2,0,0,0,0,19,0,1,52
Manipur,Pherzawl,Pherzawl_Village_19,9414,532723,6,18,3,14,8,20,2,10,12,0,1,0,4,53,0,21,172
Nagaland,Peren,Peren_Village_19,6710,678870,4,14,0,12,5,17,7,3,11,1,2,0,4,28,0,4,112
Mizoram,Saitual,Saitual_Village_10,6661,178465,3,13,0,5,7,18,4,6,5,2,0,0,4,36,0,8,111
Mizoram,Champhai,Champhai_Village_3,5831,815707,4,15,1,6,4,17,8,9,6,3,3,1,2,27,0,11,117
Assam,Charaideo,Charaideo_Village_1,8116,211834,3,17,0,10,6,10,3,12,13,0,1,0,2,47,0,18,142
Tripura,North Tripura,North Tripura_Village_6,985,794125,1,4,0,1,2,1,1,1,0,0,0,0,1,5,0,3,20
Tripura,West Tripura,West Tripura_Village_1,9457,334865,9,15,0,13,6,14,14,10,7,1,2,0,7,53,0,18,169
Mizoram,Saiha,Saiha_Village_20,4102,540208,1,7,0,6,3,13,5,5,10,0,1,1,1,24,1,9,87
Arunachal Pradesh,Kamle,Kamle_Village_9,3657,377501,3,7,1,8,3,10,4,1,8,1,0,0,1,21,0,6,74
Mizoram,Khawzawl,Khawzawl_Village_4,2680,531709,2,4,0,9,0,7,1,5,3,0,1,0,1,9,0,7,49
Meghalaya,Eastern West Khasi Hills,Eastern West Khasi Hills_Village_15,2940,186686,1,2,1,6,1,5,4,1,7,0,0,0,2,8,0,3,41
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_7,441,197793,0,1,0,1,0,3,0,0,1,0,0,0,0,5,0,1,12
Manipur,Ukhrul,Ukhrul_Village_15,3663,825916,0,8,0,5,2,8,3,8,5,2,1,0,1,18,0,10,71
Mizoram,Serchhip,Serchhip_Village_7,3601,573869,3,12,1,4,5,8,2,4,4,2,1,0,4,21,1,10,82
Manipur,Kamjong,Kamjong_Village_10,9355,584838,4,19,0,16,14,27,7,11,12,3,1,3,6,35,0,12,170
Sikkim,South Sikkim,South Sikkim_Village_7,2373,844904,0,2,1,2,1,6,1,4,0,2,0,0,2,13,0,8,42
Assam,Charaideo,Charaideo_Village_20,2353,194511,1,4,0,7,4,1,3,1,1,0,0,0,2,5,0,3,32
Mizoram,Aizawl,Aizawl_Village_15,8956,517035,1,16,2,17,11,27,10,7,10,3,3,0,3,58,0,22,190
Arunachal Pradesh,West Siang,West Siang_Village_7,1400,663750,1,1,0,2,1,5,1,0,2,1,0,0,1,6,1,2,24
Assam,Udalguri,Udalguri_Village_8,9573,536822,3,22,1,20,7,13,4,9,10,1,2,0,8,42,0,18,160
Assam,Bongaigaon,Bongaigaon_Village_9,788,747453,0,3,0,1,0,4,0,2,0,1,0,1,0,2,0,0,14
Nagaland,Peren,Peren_Village_12,1483,816308,3,1,1,2,0,5,2,2,0,0,1,0,0,6,0,4,27
Mizoram,Mamit,Mamit_Village_11,5441,384434,1,8,0,11,5,12,3,7,7,2,3,0,6,21,0,8,94
Arunachal Pradesh,West Siang,West Siang_Village_18,1897,240814,1,2,0,1,0,1,2,5,3,0,2,0,0,5,0,1,23
Tripura,Dhalai,Dhalai_Village_8,1079,765213,1,1,0,1,2,5,2,0,2,0,0,0,1,4,1,3,23
Arunachal Pradesh,Lepa Rada,Lepa Rada_Village_14,3462,254511,5,4,0,4,2,8,4,3,4,1,2,0,2,18,0,9,66
Assam,Goalpara,Goalpara_Village_7,7630,518098,4,15,1,13,8,17,5,10,8,3,0,1,2,40,0,13,140
Arunachal Pradesh,Lohit,Lohit_Village_1,7302,479781,3,23,1,12,9,16,9,6,11,1,3,0,6,39,0,15,154
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_3,8153,324643,6,21,1,13,8,20,7,11,11,1,2,1,3,43,0,25,173
Arunachal Pradesh,East Siang,East Siang_Village_3,3650,852470,6,6,0,4,2,6,5,3,10,1,1,0,1,16,0,7,68
Assam,Hojai,Hojai_Village_16,326,621546,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,1,6
Nagaland,Wokha,Wokha_Village_15,5095,297509,3,8,0,8,7,10,2,7,10,2,2,0,4,32,0,7,102
Manipur,Pherzawl,Pherzawl_Village_20,7024,684357,3,14,1,6,8,20,6,4,5,2,4,0,3,34,0,19,129
Meghalaya,Eastern West Khasi Hills,Eastern West Khasi Hills_Village_14,7472,612438,3,8,0,17,5,17,7,7,12,2,3,1,1,32,0,13,128
Meghalaya,South West Khasi Hills,South West Khasi Hills_Village_16,1867,938338,2,5,0,1,3,7,1,1,4,0,1,1,0,8,0,5,39
Meghalaya,Ri Bhoi,Ri Bhoi_Village_8,3026,953266,1,5,0,8,1,5,2,3,5,1,1,0,0,16,0,10,58
Sikkim,North Sikkim,North Sikkim_Village_7,9786,606390,3,19,2,12,8,21,6,12,18,2,1,0,8,49,0,23,184
Assam,Udalguri,Udalguri_Village_14,7630,176517,4,18,2,9,9,18,5,9,9,1,2,0,5,34,0,15,140
Meghalaya,West Khasi Hills,West Khasi Hills_Village_2,8399,258067,4,20,0,5,2,29,6,9,8,3,1,0,2,45,0,14,148
Meghalaya,West Jaintia Hills,West Jaintia Hills_Village_20,7215,274044,3,12,1,13,3,17,6,9,7,1,4,1,4,44,0,13,138
Assam,Jorhat,Jorhat_Village_15,7355,985506,0,9,2,9,7,22,5,3,10,2,2,0,1,42,0,10,124
Meghalaya,South Garo Hills,South Garo Hills_Village_10,6979,506637,4,8,1,6,7,18,4,4,7,2,1,1,3,31,0,6,103
Nagaland,Tuensang,Tuensang_Village_8,3888,810614,4,7,1,4,4,7,1,2,7,0,1,0,0,24,0,9,71
Assam,Charaideo,Charaideo_Village_2,4086,499889,2,11,0,4,4,10,2,4,7,0,1,0,5,19,0,3,72
Arunachal Pradesh,Tawang,Tawang_Village_2,4706,356787,3,11,0,6,5,15,3,4,6,2,2,0,0,16,0,8,81
Nagaland,Noklak,Noklak_Village_1,8213,793150,3,20,2,12,1,24,4,9,10,2,5,0,3,43,0,13,151
Assam,Darrang,Darrang_Village_19,9050,539486,5,9,0,15,15,22,9,14,12,2,0,0,3,41,0,15,162
Meghalaya,South West Garo Hills,South West Garo Hills_Village_17,6376,177558,7,9,0,9,7,14,1,11,9,6,5,0,2,31,0,16,127
Manipur,Imphal East,Imphal East_Village_12,4876,777273,1,10,0,8,8,12,3,2,5,1,1,0,2,24,0,10,87
Tripura,West Tripura,West Tripura_Village_20,4050,182659,1,8,0,9,5,10,3,2,7,2,0,0,1,19,0,10,77
Manipur,Ukhrul,Ukhrul_Village_1,4184,831105,3,9,0,5,1,13,6,8,5,0,0,0,2,24,0,8,84
Mizoram,Khawzawl,Khawzawl_Village_14,9266,730193,5,18,0,12,9,22,12,10,13,3,1,0,1,48,0,18,172
Assam,Tinsukia,Tinsukia_Village_17,8940,197966,9,13,1,11,5,19,8,4,12,4,4,0,8,47,0,16,161
Sikkim,West Sikkim,West Sikkim_Village_14,2178,993590,0,3,0,2,4,5,2,4,4,1,2,1,2,12,0,6,48
Meghalaya,South West Garo Hills,South West Garo Hills_Village_12,8380,245939,2,23,2,13,3,13,7,7,11,0,1,0,2,34,0,16,134
Mizoram,Serchhip,Serchhip_Village_19,5096,372804,1,16,1,10,2,12,1,5,6,0,0,0,2,28,0,8,92
Assam,Chirang,Chirang_Village_4,9037,483629,5,14,1,18,7,17,5,11,11,2,3,1,3,43,1,20,162
Assam,Darrang,Darrang_Village_4,4030,594379,0,8,0,7,7,10,1,6,5,0,2,0,1,16,0,3,66
Manipur,Chandel,Chandel_Village_18,4935,839142,3,11,1,9,3,12,4,7,4,0,3,0,1,18,0,8,84
Arunachal Pradesh,Shi Yomi,Shi Yomi_Village_18,2807,879779,0,7,0,4,0,6,2,4,5,0,1,0,3,12,0,10,54
Assam,Charaideo,Charaideo_Village_9,8338,973294,4,19,0,12,1,33,1,3,15,1,1,2,5,41,0,18,156
Manipur,Pherzawl,Pherzawl_Village_15,4148,990598,2,11,0,12,1,7,2,1,6,0,3,1,2,16,0,8,72
Manipur,Tamenglong,Tamenglong_Village_20,6423,697467,2,13,1,9,7,21,6,8,7,0,3,0,2,27,0,10,116
Assam,Dhemaji,Dhemaji_Village_10,6218,670913,2,10,3,8,8,10,10,5,7,1,0,0,2,34,0,8,108
Manipur,Imphal East,Imphal East_Village_3,1841,533377,1,7,1,4,3,2,1,1,2,0,0,0,0,11,0,2,35
Meghalaya,East Jaintia Hills,East Jaintia Hills_Village_9,4994,403387,5,10,2,7,3,15,2,2,5,2,1,0,2,22,0,11,89
Assam,Lakhimpur,Lakhimpur_Village_13,636,535050,0,2,0,1,2,3,2,0,0,0,1,0,0,6,0,2,19
Manipur,Imphal West,Imphal West_Village_7,9101,649787,4,18,1,13,7,20,8,8,13,4,2,1,4,50,0,15,168
Manipur,Noney,Noney_Village_1,2741,389039,2,4,0,5,4,9,2,3,1,1,0,0,3,11,0,4,49
Manipur,Noney,Noney_Village_9,9994,804667,6,28,3,17,14,36,12,14,12,3,5,0,5,49,0,21,225
Nagaland,Shamator,Shamator_Village_18,2804,168804,2,7,0,4,4,5,2,3,1,0,2,0,1,11,0,5,47
Manipur,Tengnoupal,Tengnoupal_Village_17,3991,171269,3,8,0,9,8,11,2,4,5,2,0,0,1,16,0,6,75
Nagaland,Dimapur,Dimapur_Village_19,9121,919394,3,27,2,17,6,24,3,5,9,2,4,0,5,45,0,20,172
Manipur,Ukhrul,Ukhrul_Village_10,8389,986392,3,16,0,9,4,22,5,8,16,1,4,0,3,36,0,14,141
Meghalaya,West Khasi Hills,West Khasi Hills_Village_4,8109,209627,3,27,2,9,4,17,11,11,4,1,1,1,3,36,0,7,137
Manipur,Kakching,Kakching_Village_15,1211,969032,1,3,0,2,1,7,1,2,1,0,0,0,1,7,0,5,31
Sikkim,North Sikkim,North Sikkim_Village_17,5019,574843,3,9,2,4,6,13,2,6,9,2,4,0,2,25,0,9,96
Sikkim,South Sikkim,South Sikkim_Village_14,9549,799565,4,22,0,14,3,26,9,12,16,4,3,0,5,50,0,17,185
Meghalaya,East Khasi Hills,East Khasi Hills_Village_4,6090,835716,0,11,0,11,9,13,6,8,7,1,2,0,2,30,0,16,116
Assam,Nalbari,Nalbari_Village_12,3156,671971,2,8,0,8,1,10,2,4,4,1,1,1,1,13,0,6,62
Assam,Golaghat,Golaghat_Village_16,7230,986209,3,15,0,11,9,14,7,9,4,1,3,1,1,27,0,12,117
Meghalaya,South Garo Hills,South Garo Hills_Village_18,8279,253023,5,20,0,15,6,33,9,2,11,2,2,1,3,42,0,11,162
Mizoram,Champhai,Champhai_Village_20,1694,837880,0,5,1,0,1,5,0,1,2,0,1,0,1,7,0,3,27
Meghalaya,Eastern West Khasi Hills,Eastern West Khasi Hills_Village_3,2933,613426,1,6,0,4,2,4,3,5,2,1,2,0,1,9,0,5,45
Assam,Tamulpur,Tamulpur_Village_4,4809,618934,1,5,0,4,3,11,3,3,6,3,2,0,3,29,0,8,81
Assam,Nalbari,Nalbari_Village_20,7525,144412,5,8,2,15,6,25,5,9,9,3,3,0,2,25,0,13,130
Assam,Baksa,Baksa_Village_1,5353,364659,0,14,1,12,6,13,4,3,4,2,2,0,4,35,0,13,113
Meghalaya,West Khasi Hills,West Khasi Hills_Village_19,1991,810032,1,5,0,2,4,4,0,1,1,1,1,0,1,10,0,3,34
Sikkim,West Sikkim,West Sikkim_Village_5,5792,472390,1,10,1,8,2,15,7,5,9,3,3,1,4,26,0,12,107
Meghalaya,West Jaintia Hills,West Jaintia Hills_Village_18,9832,822608,7,15,0,19,8,32,9,8,9,0,0,1,4,58,0,22,192
Mizoram,Mamit,Mamit_Village_4,7929,481657,5,20,0,11,7,17,9,9,11,3,2,1,3,49,0,15,162
Arunachal Pradesh,Papum Pare,Papum Pare_Village_16,9495,182582,3,28,2,17,12,29,7,10,11,3,1,1,5,51,0,18,198
Assam,Nagaon,Nagaon_Village_1,5647,239890,3,9,1,7,11,18,3,7,2,0,3,0,3,24,0,10,101
Assam,Barpeta,Barpeta_Village_4,2722,622584,1,5,0,3,2,5,2,1,3,1,0,1,2,10,0,7,43
Assam,Kamrup,Kamrup_Village_4,8563,763984,1,12,0,12,10,23,7,11,15,2,5,0,0,45,0,18,161
Manipur,Tengnoupal,Tengnoupal_Village_5,8237,583214,4,18,0,9,7,19,7,11,11,1,5,0,2,45,1,28,168
Mizoram,Lawngtlai,Lawngtlai_Village_2,6790,186431,3,19,0,13,5,15,7,10,9,3,1,1,2,42,0,11,141
Assam,Nagaon,Nagaon_Village_19,983,787584,1,0,0,2,0,4,1,1,1,0,0,0,0,7,0,2,19
Arunachal Pradesh,East Siang,East Siang_Village_7,1032,196781,0,2,0,0,1,0,2,0,4,0,0,0,0,2,0,3,14
Arunachal Pradesh,Anjaw,Anjaw_Village_13,9472,920652,5,18,3,9,12,21,9,15,11,3,2,1,8,53,0,21,191
Assam,Kamrup,Kamrup_Village_11,3042,731661,1,7,0,3,2,10,3,6,8,0,3,0,2,17,0,6,68
Arunachal Pradesh,Anjaw,Anjaw_Village_18,5790,113266,4,11,0,10,9,14,4,5,8,2,2,0,1,26,0,9,105
Sikkim,East Sikkim,East Sikkim_Village_19,9377,904694,7,18,1,18,13,28,8,13,9,0,3,0,4,45,0,13,180
Assam,Nagaon,Nagaon_Village_9,7698,138780,3,17,1,10,8,20,7,6,7,2,1,0,3,38,0,16,139
Manipur,Tengnoupal,Tengnoupal_Village_6,2956,868367,1,5,1,2,0,8,1,3,3,1,0,0,2,13,0,8,48
Assam,Lakhimpur,Lakhimpur_Village_1,1054,772324,0,2,0,0,1,5,1,1,1,0,0,0,1,3,0,1,16
Meghalaya,West Garo Hills,West Garo Hills_Village_11,6425,846247,5,10,0,9,6,11,3,11,9,2,3,0,7,34,0,9,119
Mizoram,Lawngtlai,Lawngtlai_Village_16,7628,742039,5,12,0,7,6,17,10,11,8,3,1,0,5,20,0,10,115
Nagaland,Niuland,Niuland_Village_7,4091,200575,3,8,0,7,9,16,3,3,2,0,1,0,2,21,0,8,83
Assam,Hailakandi,Hailakandi_Village_5,6766,172965,2,10,2,8,6,13,3,5,5,5,3,1,4,42,0,16,125
Meghalaya,West Jaintia Hills,West Jaintia Hills_Village_12,4255,412170,2,5,0,5,3,8,7,6,5,0,0,0,3,34,0,5,83
Tripura,Unakoti,Unakoti_Village_15,6938,562094,4,15,1,7,6,26,4,2,8,0,1,0,2,29,0,8,113
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_3,2080,671015,3,7,0,3,1,5,1,3,2,1,0,0,0,9,0,5,40
Assam,Goalpara,Goalpara_Village_20,9401,688967,10,21,0,9,13,26,5,8,7,0,0,0,7,47,1,13,167
Mizoram,Kolasib,Kolasib_Village_4,4149,623850,4,5,1,8,4,13,2,1,9,0,0,0,2,20,0,7,76
Arunachal Pradesh,East Siang,East Siang_Village_1,9264,262998,1,12,0,9,13,23,5,6,18,1,3,0,8,53,1,12,165
Nagaland,Peren,Peren_Village_3,6668,995420,1,16,1,9,11,19,5,8,7,0,3,0,4,35,0,13,132
Nagaland,Longleng,Longleng_Village_9,8182,780714,4,13,1,7,9,24,6,5,7,3,2,0,5,31,0,16,133
Nagaland,Tuensang,Tuensang_Village_19,6368,992952,5,8,0,7,8,17,5,7,8,2,0,0,2,38,1,14,122
Mizoram,Aizawl,Aizawl_Village_17,3670,618746,4,6,0,8,1,12,1,6,4,0,3,0,0,18,0,4,67
Arunachal Pradesh,Longding,Longding_Village_19,3771,587623,1,8,0,8,5,6,0,4,2,1,2,0,6,18,0,11,72
Tripura,Dhalai,Dhalai_Village_17,3481,459315,0,6,1,7,1,10,4,3,4,0,0,0,3,14,0,8,61
Arunachal Pradesh,Lohit,Lohit_Village_19,8188,322423,2,21,1,10,9,19,4,9,5,3,4,0,4,36,0,16,143
